fecha_contacto,cliente,forma_pago,ubicacion,m2_referencia,tipologia,sistema_constructivo,tipo_entrega,revestimiento,estado_lead,distancia_km,precio_cotizado
2024-11-19,Pedro Garcia,CONTADO,CÓRDOBA CAPITAL,38.3,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,16.0,17738000.0
2025-12-31,Luis Garcia,FINANCIACION PROPIA,BUENOS AIRES,52.1,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,696.0,27654000.0
2024-07-10,Maria Martinez,FINANCIACION PROPIA,LA PLATA,70.7,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,808.0,37643000.0
2024-01-17,Diego Gonzalez,PLAN 36-60,BUENOS AIRES,60.9,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,683.0,24926000.0
2025-06-07,Maria Romero,CONTADO,BUENOS AIRES,53.0,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,682.0,25719000.0
2025-02-04,Carla Martinez,CONTADO,BUENOS AIRES,43.5,CABAÑA,E.E,OBRA GRIS,LADRILLO,POTABLE,732.0,12676000.0
2025-12-05,Ana Rodriguez,CONTADO,CÓRDOBA CAPITAL,20.0,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,9.0,7685000.0
2024-01-22,Pedro Sanchez,NO SABE,CARLOS PAZ,69.0,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,40.0,30765000.0
2025-04-18,Diego Lopez,CONTADO,LA PLATA,49.9,MINIMALISTA,E.E,OBRA GRIS,MADERA,POTABLE,739.0,15798000.0
2024-04-29,Luis Rodriguez,PLAN 36-60,LA PLATA,85.3,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,727.0,23734000.0
2024-07-28,Carla Perez,PLAN 36-60,LA PLATA,63.0,MINIMALISTA,S.F,OBRA GRIS,MADERA,POTABLE,768.0,22757000.0
2024-11-01,Ana Perez,CONTADO,CARLOS PAZ,44.2,CABAÑA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,39.0,12970000.0
2024-09-26,Pedro Sanchez,CONTADO,LA PLATA,76.3,MINIMALISTA,W.F,OBRA GRIS,MADERA,VENDIDO,756.0,25206000.0
2025-12-04,Diego Martinez,PLAN 36-60,LA PLATA,78.0,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,POTABLE,730.0,38234000.0
2025-11-17,Maria Lopez,CONTADO,SANTIAGO DEL ESTERO,50.6,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,VENDIDO,477.0,18849000.0
2024-10-11,Diego Lopez,CONTADO,MENDIOLAZA,78.9,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,28.0,28336000.0
2025-12-16,Juan Rodriguez,CONTADO,SANTIAGO DEL ESTERO,43.9,AMERICANA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,434.0,20384000.0
2025-11-06,Elena Romero,FINANCIACION PROPIA,CÓRDOBA CAPITAL,,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,11.0,27426000.0
2026-02-01,Jorge Martinez,NO SABE,CÓRDOBA CAPITAL,,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,16.0,20768000.0
2024-08-14,Lucia Sanchez,PLAN 36-60,BUENOS AIRES,70.7,CABAÑA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,706.0,21717000.0
2025-01-15,Carla Perez,FINANCIACION PROPIA,ALTA GRACIA,67.4,MINIMALISTA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,48.0,27170000.0
2025-04-04,Carla Perez,PLAN 36-60,MENDIOLAZA,48.3,CABAÑA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,44.0,16747000.0
2024-01-07,Juan Rodriguez,PLAN 36-60,CARLOS PAZ,76.9,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,VENDIDO,53.0,27823000.0
2024-01-29,Ana Lopez,NO SABE,SANTIAGO DEL ESTERO,52.5,AMERICANA,W.F,OBRA GRIS,MADERA,POTABLE,461.0,16951000.0
2024-02-02,Juan Romero,PLAN 36-60,CÓRDOBA CAPITAL,43.6,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,6.0,13530000.0
2025-10-07,Lucia Sanchez,CONTADO,CARLOS PAZ,43.9,AMERICANA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,45.0,12891000.0
2024-03-19,Ana Romero,NO SABE,LA PLATA,93.8,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,719.0,36314000.0
2025-04-03,Jorge Lopez,,CARLOS PAZ,40.2,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,48.0,17292000.0
2025-07-23,Ana Garcia,CONTADO,SANTIAGO DEL ESTERO,80.8,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,439.0,26380000.0
2025-06-21,Elena Sanchez,NO SABE,MENDIOLAZA,32.3,MINIMALISTA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,41.0,8745000.0
2025-04-26,Juan Garcia,CONTADO,ALTA GRACIA,64.8,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,59.0,32996000.0
2025-03-05,Juan Martinez,CONTADO,BUENOS AIRES,60.9,CABAÑA,S.F,LLAVE EN MANO,MADERA,VENDIDO,702.0,32200000.0
2026-01-07,Juan Rodriguez,,SANTIAGO DEL ESTERO,87.4,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,446.0,34868000.0
2024-10-11,Ana Sanchez,CONTADO,BUENOS AIRES,41.9,AMERICANA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,719.0,12715000.0
2025-05-30,Maria Romero,PLAN 36-60,MENDIOLAZA,36.4,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,25.0,17943000.0
2024-04-08,Diego Garcia,CONTADO,CÓRDOBA CAPITAL,52.7,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,28.0,14393000.0
2025-01-31,Carla Martinez,CONTADO,BUENOS AIRES,88.3,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,POTABLE,703.0,31314000.0
2025-05-03,Carla Sanchez,PLAN 36-60,CÓRDOBA CAPITAL,37.3,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,9.0,12547000.0
2024-02-08,Ana Sanchez,PLAN 36-60,CARLOS PAZ,20.0,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,49.0,5643000.0
2024-09-27,Jorge Lopez,CONTADO,SANTIAGO DEL ESTERO,56.2,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,422.0,18939000.0
2024-06-05,Pedro Rodriguez,NO SABE,CÓRDOBA CAPITAL,,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,9.0,34808000.0
2024-03-15,Juan Perez,PLAN 36-60,LA PLATA,34.7,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,POTABLE,766.0,17193000.0
2024-05-09,Juan Gonzalez,CONTADO,LA PLATA,72.0,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,777.0,34373000.0
2025-11-17,Pedro Perez,CONTADO,ALTA GRACIA,34.3,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,POTABLE,49.0,15238000.0
2024-03-24,Diego Sanchez,FINANCIACION PROPIA,CARLOS PAZ,52.1,AMERICANA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,46.0,17499000.0
2024-01-22,Jorge Perez,PLAN 36-60,CÓRDOBA CAPITAL,70.1,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,8.0,33026000.0
2025-04-03,Maria Sanchez,CONTADO,ALTA GRACIA,31.3,CABAÑA,E.E,LLAVE EN MANO,MADERA,VENDIDO,47.0,12874000.0
2025-06-22,Juan Rodriguez,CONTADO,LA PLATA,58.6,CABAÑA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,746.0,22979000.0
2025-12-07,Carla Lopez,PLAN 36-60,ALTA GRACIA,79.3,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,59.0,36211000.0
2025-01-16,Luis Romero,CONTADO,ALTA GRACIA,64.5,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,36.0,25701000.0
2026-01-17,Maria Garcia,PLAN 36-60,CÓRDOBA CAPITAL,40.6,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,12.0,19504000.0
2025-03-15,Diego Perez,NO SABE,CÓRDOBA CAPITAL,85.4,AMERICANA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,29.0,28899000.0
2025-08-26,Lucia Lopez,CONTADO,CÓRDOBA CAPITAL,68.2,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,VENDIDO,30.0,23416000.0
2024-01-21,Lucia Rodriguez,,CARLOS PAZ,20.0,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,51.0,7692000.0
2024-10-29,Lucia Perez,NO SABE,BUENOS AIRES,72.3,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,VENDIDO,668.0,24244000.0
2024-03-24,Jorge Martinez,NO SABE,ALTA GRACIA,43.6,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,49.0,15062000.0
2026-02-12,Diego Rodriguez,NO SABE,ALTA GRACIA,58.9,MINIMALISTA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,45.0,17262000.0
2025-10-20,Lucia Garcia,FINANCIACION PROPIA,CARLOS PAZ,,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,50.0,24144000.0
2025-03-28,Diego Martinez,PLAN 36-60,LA PLATA,44.0,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,716.0,15105000.0
2025-01-21,Jorge Martinez,PLAN 36-60,SANTIAGO DEL ESTERO,22.1,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,420.0,11603000.0
2025-05-21,Ana Garcia,PLAN 36-60,BUENOS AIRES,85.1,AMERICANA,S.F,OBRA GRIS,LADRILLO,POTABLE,709.0,29556000.0
2024-09-13,Lucia Martinez,FINANCIACION PROPIA,LA PLATA,78.3,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,726.0,29226000.0
2025-07-23,Lucia Sanchez,CONTADO,CARLOS PAZ,53.3,MINIMALISTA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,47.0,21527000.0
2025-06-10,Lucia Sanchez,CONTADO,BUENOS AIRES,72.1,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,742.0,26280000.0
2024-06-10,Elena Gonzalez,CONTADO,BUENOS AIRES,47.6,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,730.0,18564000.0
2024-06-11,Carla Romero,FINANCIACION PROPIA,ALTA GRACIA,56.9,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,VENDIDO,46.0,28172000.0
2025-06-07,Diego Gonzalez,,ALTA GRACIA,52.1,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,57.0,17191000.0
2026-02-24,Ana Perez,PLAN 36-60,CÓRDOBA CAPITAL,48.4,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,8.0,24735000.0
2024-09-27,Maria Lopez,CONTADO,CÓRDOBA CAPITAL,62.2,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,12.0,22150000.0
2025-05-06,Lucia Garcia,PLAN 36-60,ALTA GRACIA,30.8,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,47.0,8635000.0
2024-07-26,Ana Martinez,CONTADO,ALTA GRACIA,50.0,AMERICANA,E.E,LLAVE EN MANO,MADERA,POTABLE,37.0,18721000.0
2025-06-22,Luis Rodriguez,PLAN 36-60,MENDIOLAZA,61.3,AMERICANA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,22.0,21979000.0
2025-08-06,Diego Sanchez,CONTADO,BUENOS AIRES,91.8,MINIMALISTA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,700.0,38757000.0
2024-02-29,Luis Perez,NO SABE,CÓRDOBA CAPITAL,31.6,MINIMALISTA,E.E,OBRA GRIS,MADERA,POTABLE,29.0,8865000.0
2025-03-05,Ana Romero,PLAN 36-60,CÓRDOBA CAPITAL,65.4,CABAÑA,E.E,OBRA GRIS,LADRILLO,POTABLE,28.0,18060000.0
2025-10-18,Lucia Martinez,PLAN 36-60,LA PLATA,67.6,AMERICANA,W.F,OBRA GRIS,PIEDRA NATURAL,VENDIDO,757.0,22947000.0
2025-08-27,Luis Romero,FINANCIACION PROPIA,ALTA GRACIA,20.0,AMERICANA,S.F,OBRA GRIS,MADERA,POTABLE,39.0,7220000.0
2024-11-04,Carla Romero,PLAN 36-60,BUENOS AIRES,63.2,AMERICANA,S.F,LLAVE EN MANO,MADERA,POTABLE,678.0,30388000.0
2025-06-03,Pedro Garcia,CONTADO,ALTA GRACIA,72.6,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,VENDIDO,44.0,26462000.0
2025-08-13,Jorge Garcia,PLAN 36-60,CARLOS PAZ,,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,POTABLE,35.0,19481000.0
2024-01-27,Pedro Martinez,NO SABE,LA PLATA,53.3,MINIMALISTA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,718.0,22061000.0
2025-11-16,Diego Rodriguez,PLAN 36-60,SANTIAGO DEL ESTERO,61.7,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,467.0,23947000.0
2025-07-15,Pedro Romero,PLAN 36-60,SANTIAGO DEL ESTERO,58.4,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,458.0,27478000.0
2024-07-17,Carla Lopez,NO SABE,SANTIAGO DEL ESTERO,,MINIMALISTA,E.E,OBRA GRIS,MADERA,POTABLE,429.0,6341000.0
2025-01-21,Lucia Sanchez,FINANCIACION PROPIA,BUENOS AIRES,58.9,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,VENDIDO,738.0,27680000.0
2024-12-14,Juan Martinez,PLAN 36-60,MENDIOLAZA,47.7,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,39.0,22479000.0
2025-11-23,Juan Rodriguez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,40.9,MINIMALISTA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,17.0,16201000.0
2025-06-19,Lucia Perez,NO SABE,BUENOS AIRES,104.7,CABAÑA,W.F,LLAVE EN MANO,MADERA,VENDIDO,670.0,47327000.0
2025-01-12,Jorge Rodriguez,NO SABE,SANTIAGO DEL ESTERO,80.1,CABAÑA,W.F,OBRA GRIS,MADERA,VENDIDO,492.0,27408000.0
2025-07-11,Pedro Garcia,NO SABE,CARLOS PAZ,32.0,AMERICANA,E.E,OBRA GRIS,MADERA,POTABLE,47.0,9301000.0
2025-06-10,Jorge Gonzalez,PLAN 36-60,BUENOS AIRES,61.9,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,685.0,22004000.0
2024-06-01,Carla Perez,CONTADO,BUENOS AIRES,,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,721.0,33261000.0
2026-01-03,Pedro Gonzalez,CONTADO,CÓRDOBA CAPITAL,25.1,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,15.0,10841000.0
2024-07-24,Maria Sanchez,CONTADO,CÓRDOBA CAPITAL,56.5,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,POTABLE,21.0,27559000.0
2025-03-30,Elena Lopez,NO SABE,SANTIAGO DEL ESTERO,57.5,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,447.0,19929000.0
2024-09-29,Lucia Perez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,,AMERICANA,S.F,LLAVE EN MANO,MADERA,POTABLE,17.0,14015000.0
2024-08-23,Lucia Rodriguez,PLAN 36-60,LA PLATA,62.6,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,784.0,25965000.0
2026-01-09,Pedro Romero,PLAN 36-60,LA PLATA,77.3,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,771.0,28471000.0
2025-06-04,Diego Rodriguez,CONTADO,SANTIAGO DEL ESTERO,85.2,CABAÑA,S.F,OBRA GRIS,LADRILLO,POTABLE,408.0,29042000.0
2025-11-08,Juan Sanchez,PLAN 36-60,BUENOS AIRES,50.0,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,667.0,18395000.0
2025-12-26,Carla Romero,FINANCIACION PROPIA,CARLOS PAZ,105.0,AMERICANA,E.E,OBRA GRIS,LADRILLO,VENDIDO,38.0,29546000.0
2025-05-15,Diego Martinez,PLAN 36-60,CÓRDOBA CAPITAL,20.0,MINIMALISTA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,16.0,6314000.0
2024-04-26,Pedro Lopez,CONTADO,ALTA GRACIA,62.1,CABAÑA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,42.0,25314000.0
2025-01-20,Ana Romero,PLAN 36-60,BUENOS AIRES,26.8,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,VENDIDO,725.0,11200000.0
2024-12-09,Jorge Garcia,CONTADO,SANTIAGO DEL ESTERO,56.8,MINIMALISTA,S.F,LLAVE EN MANO,,NO LE INTERESA,420.0,27762000.0
2025-08-06,Maria Gonzalez,NO SABE,MENDIOLAZA,44.6,CABAÑA,W.F,OBRA GRIS,LADRILLO,POTABLE,38.0,13924000.0
2025-01-29,Juan Martinez,CONTADO,CÓRDOBA CAPITAL,65.1,CABAÑA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,24.0,21946000.0
2024-03-04,Maria Romero,NO SABE,SANTIAGO DEL ESTERO,,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,412.0,19713000.0
2025-12-17,Ana Romero,,SANTIAGO DEL ESTERO,38.5,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,465.0,11223000.0
2025-12-21,Luis Lopez,CONTADO,CARLOS PAZ,39.8,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,54.0,16032000.0
2024-03-12,Ana Gonzalez,PLAN 36-60,ALTA GRACIA,93.6,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,40.0,36487000.0
2026-02-27,Luis Gonzalez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,63.9,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,28.0,31779000.0
2024-09-30,Pedro Sanchez,PLAN 36-60,SANTIAGO DEL ESTERO,21.0,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,461.0,10593000.0
2024-11-15,Pedro Rodriguez,CONTADO,SANTIAGO DEL ESTERO,66.0,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,POTABLE,459.0,31490000.0
2024-12-03,Pedro Lopez,,BUENOS AIRES,51.1,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,665.0,24914000.0
2024-12-31,Pedro Romero,PLAN 36-60,CÓRDOBA CAPITAL,55.1,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,24.0,25734000.0
2025-05-09,Ana Lopez,CONTADO,SANTIAGO DEL ESTERO,71.4,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,448.0,35486000.0
2025-08-29,Elena Romero,CONTADO,SANTIAGO DEL ESTERO,78.7,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,472.0,25659000.0
2024-06-14,Luis Martinez,PLAN 36-60,SANTIAGO DEL ESTERO,37.8,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,POTABLE,481.0,19575000.0
2025-06-27,Jorge Romero,CONTADO,LA PLATA,,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,VENDIDO,762.0,26822000.0
2024-01-11,Diego Sanchez,CONTADO,LA PLATA,44.1,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,736.0,12906000.0
2024-10-27,Lucia Gonzalez,CONTADO,ALTA GRACIA,66.9,AMERICANA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,39.0,19294000.0
2025-12-29,Luis Martinez,NO SABE,CARLOS PAZ,50.4,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,34.0,19221000.0
2024-04-11,Diego Garcia,CONTADO,BUENOS AIRES,55.6,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,747.0,22641000.0
2025-02-28,Carla Sanchez,NO SABE,BUENOS AIRES,49.6,AMERICANA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,672.0,19055000.0
2025-01-26,Lucia Sanchez,,CÓRDOBA CAPITAL,52.9,AMERICANA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,15.0,17134000.0
2026-02-17,Maria Perez,FINANCIACION PROPIA,CARLOS PAZ,89.1,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,VENDIDO,38.0,29891000.0
2024-08-01,Diego Gonzalez,CONTADO,CARLOS PAZ,102.8,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,52.0,40408000.0
2025-11-21,Carla Gonzalez,PLAN 36-60,BUENOS AIRES,62.5,AMERICANA,W.F,OBRA GRIS,LADRILLO,VENDIDO,708.0,21801000.0
2024-03-28,Luis Martinez,FINANCIACION PROPIA,LA PLATA,53.0,AMERICANA,S.F,LLAVE EN MANO,MADERA,VENDIDO,810.0,27264000.0
2025-07-06,Juan Gonzalez,,ALTA GRACIA,23.1,AMERICANA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,53.0,6329000.0
2025-02-04,Maria Sanchez,FINANCIACION PROPIA,CARLOS PAZ,39.8,MINIMALISTA,W.F,LLAVE EN MANO,,NO LE INTERESA,51.0,17919000.0
2025-08-10,Diego Rodriguez,FINANCIACION PROPIA,BUENOS AIRES,52.5,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,670.0,18670000.0
2024-02-15,Pedro Gonzalez,CONTADO,CARLOS PAZ,40.7,AMERICANA,E.E,LLAVE EN MANO,MADERA,POTABLE,36.0,16262000.0
2025-11-02,Lucia Gonzalez,PLAN 36-60,SANTIAGO DEL ESTERO,42.8,MINIMALISTA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,414.0,12895000.0
2025-04-07,Lucia Perez,,CÓRDOBA CAPITAL,86.5,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,17.0,28676000.0
2025-08-14,Luis Gonzalez,FINANCIACION PROPIA,ALTA GRACIA,55.6,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,53.0,20979000.0
2024-11-05,Maria Garcia,CONTADO,BUENOS AIRES,57.4,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,677.0,29379000.0
2024-03-26,Juan Lopez,NO SABE,CÓRDOBA CAPITAL,41.5,AMERICANA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,8.0,16078000.0
2024-04-01,Maria Gonzalez,PLAN 36-60,LA PLATA,78.6,CABAÑA,E.E,OBRA GRIS,MADERA,POTABLE,771.0,22329000.0
2025-10-21,Juan Martinez,,CARLOS PAZ,50.7,CABAÑA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,36.0,13826000.0
2025-11-03,Ana Martinez,CONTADO,CARLOS PAZ,44.6,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,42.0,14830000.0
2025-12-14,Luis Gonzalez,PLAN 36-60,MENDIOLAZA,23.4,MINIMALISTA,W.F,OBRA GRIS,MADERA,POTABLE,21.0,7310000.0
2024-08-29,Lucia Lopez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,53.8,CABAÑA,E.E,OBRA GRIS,LADRILLO,VENDIDO,22.0,14814000.0
2024-01-02,Pedro Perez,PLAN 36-60,LA PLATA,44.0,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,764.0,20530000.0
2024-08-12,Pedro Gonzalez,NO SABE,BUENOS AIRES,88.7,AMERICANA,E.E,LLAVE EN MANO,,VENDIDO,725.0,34239000.0
2026-01-14,Maria Romero,FINANCIACION PROPIA,MENDIOLAZA,91.9,CABAÑA,S.F,OBRA GRIS,MADERA,POTABLE,27.0,32084000.0
2025-08-11,Juan Garcia,PLAN 36-60,MENDIOLAZA,30.3,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,27.0,10058000.0
2024-04-25,Diego Martinez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,32.6,CABAÑA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,480.0,12854000.0
2025-10-27,Elena Gonzalez,PLAN 36-60,MENDIOLAZA,49.5,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,38.0,15376000.0
2024-04-12,Ana Lopez,PLAN 36-60,MENDIOLAZA,38.7,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,34.0,19433000.0
2024-07-12,Carla Garcia,CONTADO,SANTIAGO DEL ESTERO,59.3,AMERICANA,S.F,LLAVE EN MANO,,POTABLE,463.0,30030000.0
2024-06-14,Jorge Martinez,CONTADO,CARLOS PAZ,,MINIMALISTA,E.E,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,32.0,19470000.0
2024-03-30,Elena Gonzalez,PLAN 36-60,CARLOS PAZ,60.6,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,51.0,26656000.0
2025-11-16,Jorge Romero,FINANCIACION PROPIA,ALTA GRACIA,75.3,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,54.0,38101000.0
2024-05-01,Maria Rodriguez,CONTADO,MENDIOLAZA,33.7,AMERICANA,W.F,OBRA GRIS,LADRILLO,POTABLE,35.0,10882000.0
2024-05-22,Luis Garcia,CONTADO,CÓRDOBA CAPITAL,74.9,MINIMALISTA,E.E,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,28.0,29727000.0
2024-04-15,Lucia Gonzalez,PLAN 36-60,CARLOS PAZ,40.4,CABAÑA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,34.0,13612000.0
2025-03-03,Elena Rodriguez,CONTADO,LA PLATA,98.0,AMERICANA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,779.0,47738000.0
2024-10-31,Jorge Rodriguez,FINANCIACION PROPIA,BUENOS AIRES,87.4,MINIMALISTA,W.F,OBRA GRIS,MADERA,POTABLE,756.0,30077000.0
